title_per_data,csv_per_data
 Banyaknya Pelanggan Menurut Jenis Sumur dan Kondisinya di Provinsi DKI Jakarta,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/a4d362fc-8d76-4924-ac19-b0c956d17b19/resource/3618f106-2cf6-4f68-b5d6-cff778961e56/download/banyaknyapelangganmenurutjenissumurdankondisinya2012.csv
