title_per_data,csv_per_data
processed_apbd_dki_jakarta_2014.csv,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/99f34116-762f-41b8-a82b-7f85af32199a/resource/2443f26f-f655-4d7f-b552-c78be48ce3af/download/processed-apbd-dki-jakarta-2014.csv
