title_per_data,csv_per_data
Banyaknya Beras Masuk PIC Menurut Jenis 2012,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/713c598a-26c5-4d44-b4c8-1273e4cf9e76/resource/6605ee61-8e28-4075-98f6-9a54a8082685/download/banyaknyaberasyangmasukdipasarindukcipinangpicmenurutjenisnya2012.csv
