title_per_data,csv_per_data
Banyaknya Pemohon SIB dan SIPA 2012,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/ffb779fe-56b4-40cd-aa45-34119913b18f/resource/0fd38556-0737-41bb-b4cb-5df609803182/download/banyaknyapemohonsibdansipamenurutbulan2012.csv
