title_per_data,csv_per_data
Karyawan Tetap Perusahaan Konstruksi 2009-2011,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/0d1eadf6-cdc7-4ed9-b280-beea04dadb20/resource/76e6178d-534f-4810-8b7b-fc45fb722da7/download/banyaknyakaryawantetapperusahaankonstruksimenurutpendidikan20092011.csv
