title_per_data,csv_per_data
Banyaknya SIB Dan SIPA Menurut Bulan 2012,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/6cf234ad-4f18-4f82-be12-ac68c322e38a/resource/002eee8f-44fc-4c98-b1eb-733f408e9602/download/banyaknyasibdansipamenurutbulan2012.csv
