title_per_data,csv_per_data
Aplikasi Pengujian Kendaraan Bermotor,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/588d8052-72fe-4fd7-905c-36d7b7092f7f/resource/3a018d86-7c8d-4acd-93e0-4f2f7e0ff292/download/aplikasi-KIR.csv
