title_per_data,csv_per_data
anggaran_belanja_langsung_tidak_langsung_jakarta_p...,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/b39b18b7-ba47-4d80-a88e-7a9337f9a530/resource/0fec3939-6186-42ba-98f4-9bd63ff44361/download/processed-anggaran-belanja-langsung-tidak-langsung-jakarta-per-skpd.csv
