title_per_data,csv_per_data
Anggaran dan Realisasi Penerimaan dan Pengeluaran DKI Jakarta ,http://ppid.jakarta.go.id/json?url=http://data.jakarta.go.id/dataset/1e816391-48aa-4d4b-9f0c-15015bd42196/resource/60ee725b-54a5-4323-8a14-971a0bc31577/download/anggarandanrealisasipenerimaandanpengeluaranpemerintahprovinsidkijakarta20042012.csv
